ejercicio,jur_id,jur_desc,prg_id,prg_desc,monto_original,monto_vigente,monto_normalizado
2024,50,Ministerio de Economía,17,Definicion de Politicas de Comercio Exterior,9858.15,10167.3,10167302755.0
2024,50,Ministerio de Economía,17,"Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",67997.46,152181.15,152181146539.0
2025,50,Ministerio de Economía,17,Control de Seguridad de Presas,2270.12,2977.21,2977208016.0
2025,50,Ministerio de Economía,17,Definicion de Politicas de Comercio Exterior,6155.03,0.0,0.0
2025,50,Ministerio de Economía,17,"Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",149659.98,153247.53,153247534956.0
2026,50,Ministerio de Economía,17,Control de Seguridad de Presas,3031.0,3031.0,3031000000.0
2026,50,Ministerio de Economía,17,"Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",181541.76,174802.62,174802624045.0
2026,50,Ministerio de Economía,17,Regulacion del Transporte y Distribucion de Gas,59856.0,59654.27,59654265600.0
2023,50,Ministerio de Economía,18,Formulacion y Ejecucion de Politicas Economicas,1073429813.43,1214028874.03,1073429813.0
2023,50,Ministerio de Economía,18,Proteccion de los Derechos de la Propiedad Industrial,2755762480.76,5027139752.13,2755762481.0
2024,50,Ministerio de Economía,18,Formulacion y Ejecucion de Politicas Economicas,1214.98,3812.1,3812098816.0
2024,50,Ministerio de Economía,18,Proteccion de los Derechos de la Propiedad Industrial,5032.54,12432.54,12432536494.0
2025,50,Ministerio de Economía,18,Formulacion y Ejecucion de Politicas Economicas,3812.1,4603.75,4603748968.0
2025,50,Ministerio de Economía,18,Proteccion de los Derechos de la Propiedad Industrial,12432.54,14729.25,14729251494.0
2026,50,Ministerio de Economía,18,Formulacion y Ejecucion de Politicas Economicas,4868.15,4769.26,4769259314.0
2026,50,Ministerio de Economía,18,Proteccion de los Derechos de la Propiedad Industrial,13793.0,13468.31,13468306000.0
2026,50,Ministerio de Economía,18,Regulacion y Contralor del Mercado Electrico,20517.0,20403.52,20403524400.0
2023,50,Ministerio de Economía,19,Fortalecimiento Estrategico y Articulacion Institucional,1234780981.78,1906465166.46,1234780982.0
2023,50,Ministerio de Economía,19,Produccion de Informacion Geologica de Base,747723125.72,1164286724.29,747723126.0
2023,50,Ministerio de Economía,19,Servicio Estadistico,3887111262.11,6501795738.79,3887111262.0
2024,50,Ministerio de Economía,19,Fortalecimiento Estrategico y Articulacion Institucional,1926.2,4575.82,4575822274.0
2024,50,Ministerio de Economía,19,Produccion de Informacion Geologica de Base,1186.39,2893.88,2893880375.0
2024,50,Ministerio de Economía,19,Servicio Estadistico,6531.83,14900.97,14900965888.0
2025,50,Ministerio de Economía,19,Fortalecimiento Estrategico y Articulacion Institucional,4314.91,6749.07,6749074788.0
2025,50,Ministerio de Economía,19,Produccion de Informacion Geologica de Base,2893.88,3351.25,3351247791.0
2025,50,Ministerio de Economía,19,Servicio Estadistico,14655.92,17213.99,17213991946.0
2026,50,Ministerio de Economía,19,Produccion de Informacion Geologica de Base,3778.68,3749.03,3749025346.0
2026,50,Ministerio de Economía,19,Servicio Estadistico,19392.96,19092.96,19092963375.0
2023,50,Ministerio de Economía,2,Actividades Comunes del INDEC,4577276095.27,7208329326.32,4577276095.0
2024,50,Ministerio de Economía,2,Actividades Comunes del INDEC,7234.92,17835.09,17835092588.0
2025,50,Ministerio de Economía,2,Actividades Comunes del INDEC,17835.09,21639.43,21639430648.0
2026,50,Ministerio de Economía,2,Actividades Comunes del INDEC,23454.54,22751.54,22751536625.0
2023,50,Ministerio de Economía,20,Desarrollos y Suministros para la Energia Nuclear,15039688951.67,21149108844.09,15039688952.0
2024,50,Ministerio de Economía,20,Desarrollos y Suministros para la Energia Nuclear,21176.7,68024.61,68024614638.0
2025,50,Ministerio de Economía,20,Prevencion Sismica,0.0,807.76,807756615.0
2026,50,Ministerio de Economía,20,Desarrollo de la Ciencia y Tecnica del Agua,8207.16,8085.16,8085156812.0
2026,50,Ministerio de Economía,20,Desarrollos y Suministros para la Energia Nuclear,83786.61,69817.48,69817481619.0
2026,50,Ministerio de Economía,20,Prevencion Sismica,1965.49,1937.7,1937700283.0
2023,50,Ministerio de Economía,21,Aplicaciones de la Tecnologia Nuclear,5194902868.9,6901059979.05,5194902869.0
2024,50,Ministerio de Economía,21,Aplicaciones de la Tecnologia Nuclear,6926.55,16553.01,16553006460.0
2026,50,Ministerio de Economía,21,Aplicaciones de la Tecnologia Nuclear,21158.47,15451.59,15451585340.0
2023,50,Ministerio de Economía,22,Acciones para la Seguridad Nuclear y Proteccion Ambiental,2847573748.57,3825253356.25,2847573749.0
2023,50,Ministerio de Economía,22,"Finanzas, Bancos y Seguros",822628915.63,1786038828.04,822628916.0
2024,50,Ministerio de Economía,22,Acciones para la Seguridad Nuclear y Proteccion Ambiental,3847.3,9126.59,9126590145.0
2024,50,Ministerio de Economía,22,"Finanzas, Bancos y Seguros",1796.64,2968.79,2968788024.0
2025,50,Ministerio de Economía,22,Construcciones de Obras Viales fuera de la Red Vial Nacional,1969.74,20496.26,20496263219.0
2025,50,Ministerio de Economía,22,"Finanzas, Bancos y Seguros",2968.07,3240.85,3240850714.0
2026,50,Ministerio de Economía,22,Acciones para la Seguridad Nuclear y Proteccion Ambiental,7353.67,4419.55,4419550844.0
2026,50,Ministerio de Economía,22,"Finanzas, Bancos y Seguros",6301.3,6148.88,6148879190.0
2023,50,Ministerio de Economía,23,Investigacion y Aplicaciones no Nucleares,4232805145.8,5162047303.04,4232805146.0
2024,50,Ministerio de Economía,23,Investigacion y Aplicaciones no Nucleares,5187.44,11375.86,11375860140.0
2026,50,Ministerio de Economía,23,Investigacion y Aplicaciones no Nucleares,13862.97,12671.02,12671017784.0
2023,50,Ministerio de Economía,24,Acciones para la Sanidad Animal,5338432840.43,11394202064.19,5338432840.0
2023,50,Ministerio de Economía,24,Suministros y Tecnologia del Ciclo de Combustible Nuclear,3401810637.81,4905945945.94,3401810638.0
2024,50,Ministerio de Economía,24,Acciones para la Sanidad Animal,11598.41,25490.09,25490091623.0
2024,50,Ministerio de Economía,24,Suministros y Tecnologia del Ciclo de Combustible Nuclear,4946.39,14670.93,14670931379.0
2025,50,Ministerio de Economía,24,Acciones para la Sanidad Animal,25520.07,32565.2,32565196761.0
2026,50,Ministerio de Economía,24,Acciones para la Sanidad Animal,35770.78,34857.32,34857321656.0
2026,50,Ministerio de Economía,24,Suministros y Tecnologia del Ciclo de Combustible Nuclear,18460.88,19575.26,19575257458.0
2023,50,Ministerio de Economía,25,Acciones para la Proteccion Vegetal,4934640742.64,13013254160.24,4934640743.0
2023,50,Ministerio de Economía,25,Coordinacion del Plan Nacional de Medicina,233000233.0,233000233.0,233000233.0
2024,50,Ministerio de Economía,25,Acciones para la Proteccion Vegetal,13273.65,24262.31,24262312266.0
2024,50,Ministerio de Economía,25,Coordinacion del Plan Nacional de Medicina,233.0,651.09,651087204.0
2025,50,Ministerio de Economía,25,Acciones para la Proteccion Vegetal,24290.61,30539.62,30539619300.0
2026,50,Ministerio de Economía,25,Acciones para la Proteccion Vegetal,30657.09,29911.15,29911153214.0
2026,50,Ministerio de Economía,25,Coordinacion del Plan Nacional de Medicina,1491.21,1124.21,1124205147.0
2023,50,Ministerio de Economía,26,Acciones para la Inocuidad y Calidad Agroalimentaria,8906781358.77,14295159992.15,8906781359.0
2023,50,Ministerio de Economía,26,Administracion Financiera,2699475872.47,6199879953.87,2699475872.0
2024,50,Ministerio de Economía,26,Acciones para la Inocuidad y Calidad Agroalimentaria,14446.34,37087.44,37087438799.0
2024,50,Ministerio de Economía,26,Administracion Financiera,6203.02,23699.89,23699893556.0
2025,50,Ministerio de Economía,26,Acciones para la Inocuidad y Calidad Agroalimentaria,37098.04,45180.54,45180535327.0
2025,50,Ministerio de Economía,26,Administracion Financiera,23699.89,21943.0,21942999626.0
2025,50,Ministerio de Economía,26,Ejecucion Obras de Rehabilitacion y Mantenimiento en Red por Sistema de Gestion Integral,9682.28,41502.74,41502744906.0
2026,50,Ministerio de Economía,26,Acciones para la Inocuidad y Calidad Agroalimentaria,51513.93,51166.86,51166861673.0
2023,50,Ministerio de Economía,27,Administracion de Ingresos Publicos y Politica Tributaria,581344719.34,808511837.51,581344719.0
2024,50,Ministerio de Economía,27,Administracion de Ingresos Publicos y Politica Tributaria,808.51,1905.21,1905214097.0
2025,50,Ministerio de Economía,27,Administracion de Ingresos Publicos y Politica Tributaria,1905.21,2408.2,2408196781.0
2023,50,Ministerio de Economía,28,Definicion de Politicas de Comercio Interior,3415445027.44,0.0,3415445027.0
2023,50,Ministerio de Economía,3,"Actividades Comunes de los Programas de la Secretaria de Agricultura, Ganaderia y Pesca",6440382232.38,20335784706.76,6440382232.0
2024,50,Ministerio de Economía,3,Actividades Comunes de los Programas de la Secretaria de Bioeconomia,20356.62,8144.85,8144852410.0
2026,50,Ministerio de Economía,3,"Actividades Comunes a los Programas de Agricultura, Ganaderia y Pesca",4715.79,4715.79,4715789456.0
2026,50,Ministerio de Economía,3,Actividades Comunes a los Programas de las Secretarias de Energia y de Mineria,132.97,237.92,237915941.0
2023,50,Ministerio de Economía,31,Defensa de la Libre Competencia,466773247.77,929892175.89,466773248.0
2024,50,Ministerio de Economía,31,Defensa de la Libre Competencia,935.53,3097.03,3097029390.0
2025,50,Ministerio de Economía,31,Defensa de la Libre Competencia,3097.03,4140.57,4140573827.0
2026,50,Ministerio de Economía,31,Defensa de la Libre Competencia,2448.34,2467.73,2467732494.0
2023,50,Ministerio de Economía,32,Formulacion y Ejecucion de la Politica Geologico - Minera,2139853028.85,3436038313.03,2139853029.0
2024,50,Ministerio de Economía,32,Formulacion y Ejecucion de la Politica Geologico - Minera,3520.83,4966.0,4965999613.0
2025,50,Ministerio de Economía,32,Formulacion y Ejecucion de la Politica Geologico - Minera,4966.0,5382.09,5382089294.0
2026,50,Ministerio de Economía,32,Formulacion y Ejecucion de la Politica Geologico - Minera,5605.3,5337.34,5337340136.0
2023,50,Ministerio de Economía,33,Analisis y Regulacion de la Competencia Comercial Internacional,307789074.79,510456632.46,307789075.0
2024,50,Ministerio de Economía,33,Analisis y Regulacion de la Competencia Comercial Internacional,510.46,1072.8,1072798137.0
2025,50,Ministerio de Economía,33,Analisis y Regulacion de la Competencia Comercial Internacional,1072.8,1453.89,1453888668.0
2026,50,Ministerio de Economía,33,Analisis y Regulacion de la Competencia Comercial Internacional,1293.72,1293.72,1293720445.0
2025,50,Ministerio de Economía,34,Asistencia Tecnico - Financiera y Desarrollo de Infraestructura para el Saneamiento,87909.59,86809.91,86809906555.0
2023,50,Ministerio de Economía,36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,9289152351.14,48042852843.8,9289152351.0
2024,50,Ministerio de Economía,36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,48080.45,47839.1,47839100197.0
2025,50,Ministerio de Economía,36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,33441.42,96567.77,96567773832.0
2026,50,Ministerio de Economía,36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,105720.35,103015.78,103015777338.0
2023,50,Ministerio de Economía,37,Prevencion del Lavado de Activos,1833847654.85,3533279093.28,1833847655.0
2025,50,Ministerio de Economía,37,"Fiscalizacion, Regulacion y Control del Servicio de Transporte Terrestre",22163.91,30917.95,30917954952.0
2025,50,Ministerio de Economía,37,Planificacion Territorial de la Inversion Publica,333.36,29.47,29465790.0
2026,50,Ministerio de Economía,37,"Fiscalizacion, Regulacion y Control del Servicio de Transporte Terrestre",27192.05,25938.19,25938190720.0
2023,50,Ministerio de Economía,38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,965000965.0,6485006485.0,965000965.0
2024,50,Ministerio de Economía,38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,7000.0,7000.0,7000000000.0
2025,50,Ministerio de Economía,38,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,7000.0,0.0,0.0
2023,50,Ministerio de Economía,39,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,5486746800.74,9578654652.65,5486746801.0
2025,50,Ministerio de Economía,39,Planificacion y Desarrollo Territorial,17857.45,1693.58,1693576629.0
2023,50,Ministerio de Economía,4,Actividad Comun de la Secretaria de Energia,1892306595.3,2467559700.56,1892306595.0
2024,50,Ministerio de Economía,4,Actividad Comun de la Secretaria de Energia,2467.56,4431.77,4431774433.0
2025,50,Ministerio de Economía,4,Actividades Comunes de la Secretaria de Energia,4431.77,5952.01,5952012894.0
2026,50,Ministerio de Economía,4,Actividades Comunes de los Programas de la Secretaria de Energia,2737.83,2680.69,2680685676.0
2023,50,Ministerio de Economía,40,Promocion del Comercio y Produccion de Semillas,2561789571.79,4236832824.83,2561789572.0
2024,50,Ministerio de Economía,40,Promocion del Comercio y Produccion de Semillas,4248.38,21280.46,21280458420.0
2025,50,Ministerio de Economía,40,"Ejecucion de Obras, Operacion y Mantenimiento en Corredores Viales",14479.87,0.0,0.0
2025,50,Ministerio de Economía,40,Produccion Integral y Acceso al Habitat,21062.22,15849.79,15849785494.0
2025,50,Ministerio de Economía,40,Promocion del Comercio y Produccion de Semillas,21280.46,21280.46,21280458420.0
2026,50,Ministerio de Economía,40,Promocion del Comercio y Produccion de Semillas,21230.0,20767.78,20767780000.0
2023,50,Ministerio de Economía,41,Acciones Censales,2125630027.63,1857639759.64,2125630028.0
2024,50,Ministerio de Economía,41,Acciones Censales,1857.64,1083.48,1083482573.0
2025,50,Ministerio de Economía,41,Acciones Censales,1083.48,692.59,692593128.0
2025,50,Ministerio de Economía,42,Construccion de Autopistas y Autovias,52081.63,205867.75,205867751768.0
2025,50,Ministerio de Economía,43,Construccion de Rutas Seguras,6530.83,6111.69,6111693703.0
2025,50,Ministerio de Economía,44,Construccion de Tuneles y Puentes Grandes,1915.73,780.53,780531826.0
2025,50,Ministerio de Economía,44,Desarrollo Sustentable de la Cuenca Matanza - Riachuelo,77268.7,15340.56,15340560551.0
2026,50,Ministerio de Economía,44,Desarrollo Sustentable de la Cuenca Matanza - Riachuelo,3911.4,3911.4,3911400585.0
2023,50,Ministerio de Economía,45,Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores,4754624850.62,4295344857.34,4754624851.0
2024,50,Ministerio de Economía,45,Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores,4295.34,3889.9,3889897608.0
2025,50,Ministerio de Economía,45,Construccion de Rutas Nuevas y Obras de Pavimentacion,9474.73,4956.86,4956862519.0
2025,50,Ministerio de Economía,45,Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores,2165.99,0.0,0.0
2026,50,Ministerio de Economía,45,Administracion Financiera,994159.5,481435.0,481434996418.0
2025,50,Ministerio de Economía,46,Acciones de la Unidad Plan Belgrano,182.94,54.13,54126566.0
2023,50,Ministerio de Economía,47,Coordinacion Fiscal con las Provincias,221602716.6,316374157.37,221602717.0
2024,50,Ministerio de Economía,47,Coordinacion Fiscal con las Provincias,316.37,906.8,906802312.0
2025,50,Ministerio de Economía,47,Construccion y Puesta en Valor de Infraestructura de Apoyo y Soporte al Plan Vial Nacional,211.08,0.0,0.0
2025,50,Ministerio de Economía,47,Coordinacion Fiscal con las Provincias,906.8,1169.55,1169547768.0
2023,50,Ministerio de Economía,48,Administracion de los Asuntos Economicos y Financieros  Internacionales,90601611.6,186756422.76,90601612.0
2024,50,Ministerio de Economía,48,Administracion de los Asuntos Economicos y Financieros  Internacionales,186.96,382.42,382416982.0
2025,50,Ministerio de Economía,48,Administracion de los Asuntos Economicos y Financieros  Internacionales,382.42,435.02,435015558.0
2025,50,Ministerio de Economía,48,Ejecucion Obras de Seguridad en Rutas Nacionales,2913.92,1814.28,1814276268.0
2026,50,Ministerio de Economía,48,Ejecucion Obras de Seguridad en Rutas Nacionales,19499.44,191.72,191718165.0
2025,50,Ministerio de Economía,49,"Consolidacion Urbana, Mejoramiento de Barrios y Puesta en Valor de Centralidades",33920.94,33800.06,33800058225.0
2025,50,Ministerio de Economía,49,Reparacion y Construccion de Puentes y Alcantarillas,2262.19,4708.33,4708327727.0
2026,50,Ministerio de Economía,49,"Consolidacion Urbana, Mejoramiento de Barrios y Puesta en Valor de Centralidades",16082.22,27271.1,27271101676.0
2025,50,Ministerio de Economía,5,Actividades Comunes a los Programas de la Secretaria de Transporte,2927.04,3257.49,3257493482.0
2026,50,Ministerio de Economía,5,Actividades Comunes a los Programas de la Secretaria de Transporte,8556.7,8556.7,8556701103.0
2025,50,Ministerio de Economía,50,Desarrollo de la Infraestructura Ambiental,1456.72,0.0,0.0
2025,50,Ministerio de Economía,50,Repavimentacion de Rutas Nacionales,8645.26,9179.76,9179757879.0
2025,50,Ministerio de Economía,51,Apoyo para el Desarrollo de Obra Publica,24685.02,15734.73,15734725590.0
2026,50,Ministerio de Economía,51,Apoyo para el Desarrollo de Obra Publica,10471.03,5283.28,5283277071.0
2023,50,Ministerio de Economía,52,Formulacion y Ejecucion de Politicas de Desarrollo y Competitividad Federal,107368842.37,1150835171.83,107368842.0
2024,50,Ministerio de Economía,52,Formulacion y Ejecucion de Politicas de Desarrollo y Competitividad Federal,1150.83,187.99,187987589.0
2025,50,Ministerio de Economía,52,Formulacion y Ejecucion de Politicas de Desarrollo y Competitividad Federal,187.99,0.0,0.0
2025,50,Ministerio de Economía,52,Mantenimiento y Reparacion de Obras de Arte,764.75,61.48,61483358.0
2026,50,Ministerio de Economía,52,Mantenimiento y Reparacion de Obras de Arte,14638.91,0.0,0.0
2023,50,Ministerio de Economía,53,Coordinacion de Financiamientos Transversales y Federales y de la Asistencia a la Produccion,11526500051.49,43368688507.65,11526500051.0
2024,50,Ministerio de Economía,53,Coordinacion de Financiamientos Transversales y Federales y de la Asistencia a la Produccion,46671.09,47429.5,47429503607.0
2025,50,Ministerio de Economía,53,Coordinacion de Financiamientos Transversales y Federales y de la Asistencia a la Produccion,32462.3,0.0,0.0
2025,50,Ministerio de Economía,53,"Ejecucion de Infraestructura Vial para el Desarrollo Economico, Social y Productivo",0.0,9324.49,9324487581.0
2025,50,Ministerio de Economía,54,Formulacion y Ejecucion de Politicas de Transporte Terrestre,981935.42,926283.62,926283618740.0
2025,50,Ministerio de Economía,54,Tasacion de Bienes,2858.66,3409.32,3409317296.0
2026,50,Ministerio de Economía,54,Formulacion y Ejecucion de Politicas de Transporte Terrestre,1092478.62,1092408.15,1092408149923.0
2026,50,Ministerio de Economía,54,Tasacion de Bienes,3678.0,3678.0,3678000000.0
2025,50,Ministerio de Economía,55,Desarrollo de la Infraestructura Productiva,421.82,0.0,0.0
2025,50,Ministerio de Economía,57,Coordinacion de Politicas de Transporte Aereo,15.2,60.95,60950000.0
2026,50,Ministerio de Economía,57,Coordinacion de Politicas de Transporte Aereo,83.88,83.88,83876397.0
2025,50,Ministerio de Economía,58,Gestion de la Produccion Industrial y del Comercio,0.0,62155.9,62155896023.0
2026,50,Ministerio de Economía,58,Gestion de la Produccion Industrial y del Comercio,39719.76,39719.76,39719762171.0
2023,50,Ministerio de Economía,59,Politicas para la Gestion del Riesgo Agropecuario,8840286063.28,14882509197.49,8840286063.0
2024,50,Ministerio de Economía,59,Politicas para la Gestion del Riesgo Agropecuario,16284.49,15984.49,15984494315.0
2025,50,Ministerio de Economía,59,Politicas para la Gestion del Riesgo Agropecuario,15984.49,10024.06,10024059295.0
2026,50,Ministerio de Economía,59,Politicas para la Gestion del Riesgo Agropecuario,15022.1,12604.44,12604435007.0
2025,50,Ministerio de Economía,6,Actividades Comunes a los Programas vinculados a Infraestructura,29460.32,33133.83,33133826715.0
2026,50,Ministerio de Economía,60,Formulacion y Ejecucion de las Politicas de Asuntos Nucleares,0.0,270.16,270164132.0
2023,50,Ministerio de Economía,61,Administracion y Control Comercial Agropecuario,1193335270.33,146340146.34,1193335270.0
2024,50,Ministerio de Economía,61,Administracion y Control Comercial Agropecuario,146.6,146.6,146600000.0
2025,50,Ministerio de Economía,61,Administracion y Control Comercial Agropecuario,146.6,762.12,762124816.0
2026,50,Ministerio de Economía,61,Administracion y Control Comercial Agropecuario,1814.32,1814.32,1814324476.0
2023,50,Ministerio de Economía,62,Fortalecimiento del Desarrollo Regional de Alimentos y Bioeconomia,1419466604.47,20991964443.94,1419466604.0
2024,50,Ministerio de Economía,62,Fortalecimiento del Desarrollo Regional de Alimentos y Bioeconomia,21031.94,21031.94,21031943452.0
2025,50,Ministerio de Economía,62,Fortalecimiento del Desarrollo Regional de Alimentos y Bioeconomia,21031.94,0.0,0.0
2026,50,Ministerio de Economía,62,Construcciones Viales,238623.31,218798.87,218798873168.0
2023,50,Ministerio de Economía,63,Coordinacion de Relaciones Financieras Internacionales,1496496759.5,1683702349.7,1496496759.0
2024,50,Ministerio de Economía,63,Coordinacion de Relaciones Financieras Internacionales,1700.2,3319.76,3319762869.0
2025,50,Ministerio de Economía,63,Coordinacion de Relaciones Financieras Internacionales,1567.93,2190.65,2190645016.0
2026,50,Ministerio de Economía,63,Rehabilitacion y Repavimentacion Viales,55678.23,53048.11,53048111942.0
2023,50,Ministerio de Economía,64,Politicas de Instrumento de Financiamiento para el Sector Agropecuario,88830088.83,12000012.0,88830089.0
2024,50,Ministerio de Economía,64,Politicas de Instrumento de Financiamiento para el Sector Agropecuario,12.0,12.0,12000000.0
2025,50,Ministerio de Economía,64,Politicas de Instrumento de Financiamiento para el Sector Agropecuario,12.0,0.0,0.0
2023,50,Ministerio de Economía,65,Gestion Productiva,14380308917.29,24380318917.29,14380308917.0
2024,50,Ministerio de Economía,65,Gestion Productiva,24380.79,20095.86,20095857995.0
2025,50,Ministerio de Economía,65,Gestion Productiva,20095.86,0.0,0.0
2023,50,Ministerio de Economía,66,Fomento al Desarrollo Tecnologico,11682127933.12,13080737285.72,11682127933.0
2024,50,Ministerio de Economía,66,Fomento al Desarrollo Tecnologico,13203.6,16562.0,16562000847.0
2025,50,Ministerio de Economía,66,Fomento al Desarrollo Tecnologico,16562.0,24031.02,24031020636.0
2026,50,Ministerio de Economía,66,"Promocion de la Competitividad Pyme, el Desarrollo de los Emprendedores y la Economia del Conocimiento",9155.16,9155.16,9155159859.0
2023,50,Ministerio de Economía,67,Financiamiento de la Produccion,109848740382.63,81902505245.42,109848740383.0
2024,50,Ministerio de Economía,67,Financiamiento de la Produccion,81909.22,74496.31,74496314398.0
2025,50,Ministerio de Economía,67,Financiamiento de la Produccion,47246.96,0.0,0.0
2023,50,Ministerio de Economía,68,Acciones para la Transformacion e Integracion Productiva,2273634081.63,2123452260.45,2273634082.0
2024,50,Ministerio de Economía,68,Acciones para la Transformacion e Integracion Productiva,2125.45,2977.41,2977405394.0
2025,50,Ministerio de Economía,68,Acciones para la Transformacion e Integracion Productiva,2977.41,102.89,102894314.0
2025,50,Ministerio de Economía,69,Fortalecimiento Movilidad Sostenible,0.0,29033.99,29033991165.0
2026,50,Ministerio de Economía,69,Fortalecimiento Movilidad Sostenible,36800.0,25101.08,25101083591.0
2023,50,Ministerio de Economía,70,Formulacion de Politicas de Desarrollo de Mercados Agroindustriales Nacionales e Internacionales,618498075.5,310661687.66,618498075.0
2024,50,Ministerio de Economía,70,Formulacion de Politicas de Desarrollo de Mercados Agroindustriales Nacionales e Internacionales,310.86,310.86,310861377.0
2025,50,Ministerio de Economía,70,Formulacion de Politicas de Desarrollo de Mercados Agroindustriales Nacionales e Internacionales,310.86,0.0,0.0
2023,50,Ministerio de Economía,71,Definicion de Politicas de Comercio Interior,0.0,24987179711.15,0.0
2024,50,Ministerio de Economía,71,Definicion de Politicas de Comercio Interior,24987.87,17484.58,17484582605.0
2025,50,Ministerio de Economía,71,Definicion de Politicas de Comercio Interior,17484.58,0.0,0.0
2025,50,Ministerio de Economía,72,"Fortalecimiento de la Infraestructura Social, del Cuidado y Sanitaria",8353.23,2493.86,2493862877.0
2026,50,Ministerio de Economía,72,"Fortalecimiento de la Infraestructura Social, del Cuidado y Sanitaria",9281.44,1095.16,1095158800.0
2023,50,Ministerio de Economía,73,Formulacion y Ejecucion de Politica de Hidrocarburos,287806922726.63,293600718174.42,287806922727.0
2024,50,Ministerio de Economía,73,Formulacion y Ejecucion de Politica de Hidrocarburos,293648.45,634673.17,634673172646.0
2025,50,Ministerio de Economía,73,Formulacion y Ejecucion de Politica de Hidrocarburos,634673.17,491488.5,491488502113.0
2026,50,Ministerio de Economía,73,Formulacion y Ejecucion de Politica de Hidrocarburos,1154999.12,895041.27,895041272161.0
2023,50,Ministerio de Economía,74,Formulacion y Ejecucion de la Politica de Energia Electrica,1439694725368.29,1776440806990.03,1439694725368.0
2024,50,Ministerio de Economía,74,Formulacion y Ejecucion de la Politica de Energia Electrica,1776439.13,3620482.48,3620482476809.0
2025,50,Ministerio de Economía,74,Formulacion y Ejecucion de la Politica de Energia Electrica,3620071.63,3593690.56,3593690563919.0
2026,50,Ministerio de Economía,74,Formulacion y Ejecucion de la Politica de Energia Electrica,2708128.33,2706254.06,2706254059848.0
2023,50,Ministerio de Economía,75,Acciones para el Uso Racional y Eficiente de la Energia,1092001092.0,1071015571.01,1092001092.0
2024,50,Ministerio de Economía,75,Acciones para el Uso Racional y Eficiente de la Energia,1096.01,7069.81,7069809231.0
2025,50,Ministerio de Economía,75,Acciones para el Uso Racional y Eficiente de la Energia,87.01,9109.92,9109916468.0
2026,50,Ministerio de Economía,75,Acciones para el Uso Racional y Eficiente de la Energia,32195.73,263567.83,263567827545.0
2023,50,Ministerio de Economía,77,Acciones para la Ampliacion de las Redes Electricas de Alta Tension,3306000310.0,13739010743.0,3306000310.0
2024,50,Ministerio de Economía,77,Acciones para la Ampliacion de las Redes Electricas de Alta Tension,13739.0,11093.0,11093000000.0
2023,50,Ministerio de Economía,79,Federalizacion del Desarrollo Energetico Sostenible y Seguro y Transicion Energetica Justa,178013950.01,0.0,178013950.0
2024,50,Ministerio de Economía,80,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,0.0,9615.17,9615172941.0
2025,50,Ministerio de Economía,80,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,9719.69,0.0,0.0
2025,50,Ministerio de Economía,81,Prevencion Sismica,2045.85,1355.95,1355947222.0
2025,50,Ministerio de Economía,82,Desarrollo de la Infraestructura Hidraulica,74643.47,70864.57,70864568203.0
2026,50,Ministerio de Economía,82,Desarrollo de la Infraestructura Hidraulica,168693.21,145868.17,145868165634.0
2025,50,Ministerio de Economía,83,Integracion Socio Urbana,40324.12,7976.67,7976666846.0
2026,50,Ministerio de Economía,83,Integracion Socio Urbana,7241.88,7116.88,7116879098.0
2025,50,Ministerio de Economía,84,Apoyo para el Desarrollo de la Infraestructura Hidraulica,2170.68,4042.06,4042059092.0
2025,50,Ministerio de Economía,85,Desarrollo de la Infraestructura del Conocimiento,11473.83,13525.57,13525574615.0
2025,50,Ministerio de Economía,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,143.91,0.0,0.0
2023,50,Ministerio de Economía,87,Asistencia Financiera a Empresas Publicas,165020103129.94,153840724548.57,165020103130.0
2024,50,Ministerio de Economía,87,Asistencia Financiera a Empresas Publicas,153840.57,564309.86,564309859466.0
2025,50,Ministerio de Economía,87,Asistencia Financiera a Empresas Publicas,0.0,286346.12,286346120000.0
2026,50,Ministerio de Economía,87,Asistencia Financiera a Empresas Publicas,200000.0,200000.0,200000000000.0
2025,50,Ministerio de Economía,91,Coordinacion de Politicas de Transporte Fluvial y Maritimo,9940.7,6162.36,6162358483.0
